"","station_id","stationname","date","daytype","rides"
"1050508",40310,"Western-Orange","03/07/2021","U",491
"1050509",40310,"Western-Orange","03/08/2021","W",1130
"1050510",40310,"Western-Orange","03/09/2021","W",1238
"1050511",40310,"Western-Orange","03/10/2021","W",1143
"1050512",40310,"Western-Orange","03/11/2021","W",1213
"1050513",40310,"Western-Orange","03/12/2021","W",1190
"1050514",40310,"Western-Orange","03/13/2021","A",796
"1050515",40310,"Western-Orange","03/14/2021","U",522
"1050516",40310,"Western-Orange","03/15/2021","W",987
"1050517",40310,"Western-Orange","03/16/2021","W",1119
"1050518",40310,"Western-Orange","03/17/2021","W",1140
"1050519",40310,"Western-Orange","03/18/2021","W",1119
"1050520",40310,"Western-Orange","03/19/2021","W",1215
"1050521",40310,"Western-Orange","03/20/2021","A",817
"1050522",40310,"Western-Orange","03/21/2021","U",650
"1050523",40310,"Western-Orange","03/22/2021","W",1178
"1050524",40310,"Western-Orange","03/23/2021","W",1148
"1050525",40310,"Western-Orange","03/24/2021","W",1222
"1050526",40310,"Western-Orange","03/25/2021","W",1181
"1050527",40310,"Western-Orange","03/26/2021","W",1154
"1050528",40310,"Western-Orange","03/27/2021","A",786
"1050529",40310,"Western-Orange","03/28/2021","U",587
"1050530",40310,"Western-Orange","03/29/2021","W",1164
"1050531",40310,"Western-Orange","03/30/2021","W",1219
"1050532",40310,"Western-Orange","03/31/2021","W",1174
"1050533",40320,"Division/Milwaukee","03/01/2021","W",1069
"1050534",40320,"Division/Milwaukee","03/02/2021","W",1134
"1050535",40320,"Division/Milwaukee","03/03/2021","W",1197
"1050536",40320,"Division/Milwaukee","03/04/2021","W",1168
"1050537",40320,"Division/Milwaukee","03/05/2021","W",1272
"1050538",40320,"Division/Milwaukee","03/06/2021","A",996
"1050539",40320,"Division/Milwaukee","03/07/2021","U",767
"1050540",40320,"Division/Milwaukee","03/08/2021","W",1109
"1050541",40320,"Division/Milwaukee","03/09/2021","W",1166
"1050542",40320,"Division/Milwaukee","03/10/2021","W",1164
"1050543",40320,"Division/Milwaukee","03/11/2021","W",1205
"1050544",40320,"Division/Milwaukee","03/12/2021","W",1290
"1050545",40320,"Division/Milwaukee","03/13/2021","A",1215
"1050546",40320,"Division/Milwaukee","03/14/2021","U",758
"1050547",40320,"Division/Milwaukee","03/15/2021","W",1041
"1050548",40320,"Division/Milwaukee","03/16/2021","W",1116
"1050549",40320,"Division/Milwaukee","03/17/2021","W",1229
"1050550",40320,"Division/Milwaukee","03/18/2021","W",1278
"1050551",40320,"Division/Milwaukee","03/19/2021","W",1332
"1050552",40320,"Division/Milwaukee","03/20/2021","A",1126
"1050553",40320,"Division/Milwaukee","03/21/2021","U",878
"1050554",40320,"Division/Milwaukee","03/22/2021","W",1111
"1050555",40320,"Division/Milwaukee","03/23/2021","W",1174
"1050556",40320,"Division/Milwaukee","03/24/2021","W",1255
"1050557",40320,"Division/Milwaukee","03/25/2021","W",1293
"1050558",40320,"Division/Milwaukee","03/26/2021","W",1370
"1050559",40320,"Division/Milwaukee","03/27/2021","A",1165
"1050560",40320,"Division/Milwaukee","03/28/2021","U",763
"1050561",40320,"Division/Milwaukee","03/29/2021","W",1193
"1050562",40320,"Division/Milwaukee","03/30/2021","W",1222
"1050563",40320,"Division/Milwaukee","03/31/2021","W",1226
"1050564",40330,"Grand/State","03/01/2021","W",1539
"1050565",40330,"Grand/State","03/02/2021","W",1556
"1050566",40330,"Grand/State","03/03/2021","W",1735
"1050567",40330,"Grand/State","03/04/2021","W",1725
"1050568",40330,"Grand/State","03/05/2021","W",1992
"1050569",40330,"Grand/State","03/06/2021","A",2027
"1050570",40330,"Grand/State","03/07/2021","U",1521
"1050571",40330,"Grand/State","03/08/2021","W",1686
"1050572",40330,"Grand/State","03/09/2021","W",1681
"1050573",40330,"Grand/State","03/10/2021","W",1679
"1050574",40330,"Grand/State","03/11/2021","W",1882
"1050575",40330,"Grand/State","03/12/2021","W",2241
"1050576",40330,"Grand/State","03/13/2021","A",3316
"1050577",40330,"Grand/State","03/14/2021","U",1870
"1050578",40330,"Grand/State","03/15/2021","W",1708
"1050579",40330,"Grand/State","03/16/2021","W",1831
"1050580",40330,"Grand/State","03/17/2021","W",1983
"1050581",40330,"Grand/State","03/18/2021","W",1944
"1050582",40330,"Grand/State","03/19/2021","W",2422
"1050583",40330,"Grand/State","03/20/2021","A",2695
"1050584",40330,"Grand/State","03/21/2021","U",2025
"1050585",40330,"Grand/State","03/22/2021","W",1957
"1050586",40330,"Grand/State","03/23/2021","W",1850
"1050587",40330,"Grand/State","03/24/2021","W",1893
"1050588",40330,"Grand/State","03/25/2021","W",2010
"1050589",40330,"Grand/State","03/26/2021","W",2437
"1050590",40330,"Grand/State","03/27/2021","A",2428
"1050591",40330,"Grand/State","03/28/2021","U",1930
"1050592",40330,"Grand/State","03/29/2021","W",1966
"1050593",40330,"Grand/State","03/30/2021","W",2007
"1050594",40330,"Grand/State","03/31/2021","W",2163
"1050595",40340,"Berwyn","03/01/2021","W",736
"1050596",40340,"Berwyn","03/02/2021","W",802
"1050597",40340,"Berwyn","03/03/2021","W",818
"1050598",40340,"Berwyn","03/04/2021","W",801
"1050599",40340,"Berwyn","03/05/2021","W",830
"1050600",40340,"Berwyn","03/06/2021","A",703
"1050601",40340,"Berwyn","03/07/2021","U",543
"1050602",40340,"Berwyn","03/08/2021","W",800
"1050603",40340,"Berwyn","03/09/2021","W",799
"1050604",40340,"Berwyn","03/10/2021","W",758
"1050605",40340,"Berwyn","03/11/2021","W",809
"1050606",40340,"Berwyn","03/12/2021","W",931
"1050607",40340,"Berwyn","03/13/2021","A",763
"1050608",40340,"Berwyn","03/14/2021","U",564
"1050609",40340,"Berwyn","03/15/2021","W",737
"1050610",40340,"Berwyn","03/16/2021","W",761
"1050611",40340,"Berwyn","03/17/2021","W",825
"1050612",40340,"Berwyn","03/18/2021","W",782
"1050613",40340,"Berwyn","03/19/2021","W",877
"1050614",40340,"Berwyn","03/20/2021","A",722
"1050615",40340,"Berwyn","03/21/2021","U",607
"1050616",40340,"Berwyn","03/22/2021","W",848
"1050617",40340,"Berwyn","03/23/2021","W",845
"1050618",40340,"Berwyn","03/24/2021","W",826
"1050619",40340,"Berwyn","03/25/2021","W",836
"1050620",40340,"Berwyn","03/26/2021","W",888
"1050621",40340,"Berwyn","03/27/2021","A",812
"1050622",40340,"Berwyn","03/28/2021","U",592
"1050623",40340,"Berwyn","03/29/2021","W",794
"1050624",40340,"Berwyn","03/30/2021","W",831
"1050625",40340,"Berwyn","03/31/2021","W",788
"1050626",40350,"UIC-Halsted","03/01/2021","W",614
"1050627",40350,"UIC-Halsted","03/02/2021","W",716
"1050628",40350,"UIC-Halsted","03/03/2021","W",653
"1050629",40350,"UIC-Halsted","03/04/2021","W",749
"1050630",40350,"UIC-Halsted","03/05/2021","W",765
"1050631",40350,"UIC-Halsted","03/06/2021","A",663
"1050632",40350,"UIC-Halsted","03/07/2021","U",485
"1050633",40350,"UIC-Halsted","03/08/2021","W",725
"1050634",40350,"UIC-Halsted","03/09/2021","W",732
"1050635",40350,"UIC-Halsted","03/10/2021","W",695
"1050636",40350,"UIC-Halsted","03/11/2021","W",693
"1050637",40350,"UIC-Halsted","03/12/2021","W",782
"1050638",40350,"UIC-Halsted","03/13/2021","A",787
"1050639",40350,"UIC-Halsted","03/14/2021","U",502
"1050640",40350,"UIC-Halsted","03/15/2021","W",611
"1050641",40350,"UIC-Halsted","03/16/2021","W",664
"1050642",40350,"UIC-Halsted","03/17/2021","W",737
"1050643",40350,"UIC-Halsted","03/18/2021","W",762
"1050644",40350,"UIC-Halsted","03/19/2021","W",839
"1050645",40350,"UIC-Halsted","03/20/2021","A",729
"1050646",40350,"UIC-Halsted","03/21/2021","U",520
"1050647",40350,"UIC-Halsted","03/22/2021","W",747
"1050648",40350,"UIC-Halsted","03/23/2021","W",635
"1050649",40350,"UIC-Halsted","03/24/2021","W",746
"1050650",40350,"UIC-Halsted","03/25/2021","W",697
"1050651",40350,"UIC-Halsted","03/26/2021","W",768
"1050652",40350,"UIC-Halsted","03/27/2021","A",647
"1050653",40350,"UIC-Halsted","03/28/2021","U",507
"1050654",40350,"UIC-Halsted","03/29/2021","W",744
"1050655",40350,"UIC-Halsted","03/30/2021","W",733
"1050656",40350,"UIC-Halsted","03/31/2021","W",710
"1050657",40360,"Southport","03/01/2021","W",455
"1050658",40360,"Southport","03/02/2021","W",517
"1050659",40360,"Southport","03/03/2021","W",558
"1050660",40360,"Southport","03/04/2021","W",554
"1050661",40360,"Southport","03/05/2021","W",610
"1050662",40360,"Southport","03/06/2021","A",518
"1050663",40360,"Southport","03/07/2021","U",360
"1050664",40360,"Southport","03/08/2021","W",464
"1050665",40360,"Southport","03/09/2021","W",537
"1050666",40360,"Southport","03/10/2021","W",568
"1050667",40360,"Southport","03/11/2021","W",580
"1050668",40360,"Southport","03/12/2021","W",587
"1050669",40360,"Southport","03/13/2021","A",661
"1050670",40360,"Southport","03/14/2021","U",377
"1050671",40360,"Southport","03/15/2021","W",453
"1050672",40360,"Southport","03/16/2021","W",531
"1050673",40360,"Southport","03/17/2021","W",585
"1050674",40360,"Southport","03/18/2021","W",530
"1050675",40360,"Southport","03/19/2021","W",667
"1050676",40360,"Southport","03/20/2021","A",620
"1050677",40360,"Southport","03/21/2021","U",419
"1050678",40360,"Southport","03/22/2021","W",512
"1050679",40360,"Southport","03/23/2021","W",537
"1050680",40360,"Southport","03/24/2021","W",543
"1050681",40360,"Southport","03/25/2021","W",554
"1050682",40360,"Southport","03/26/2021","W",600
"1050683",40360,"Southport","03/27/2021","A",541
"1050684",40360,"Southport","03/28/2021","U",373
"1050685",40360,"Southport","03/29/2021","W",523
"1050686",40360,"Southport","03/30/2021","W",542
"1050687",40360,"Southport","03/31/2021","W",538
"1050688",40370,"Washington/Dearborn","03/01/2021","W",1913
"1050689",40370,"Washington/Dearborn","03/02/2021","W",2150
"1050690",40370,"Washington/Dearborn","03/03/2021","W",2111
"1050691",40370,"Washington/Dearborn","03/04/2021","W",2171
"1050692",40370,"Washington/Dearborn","03/05/2021","W",2235
"1050693",40370,"Washington/Dearborn","03/06/2021","A",1688
"1050694",40370,"Washington/Dearborn","03/07/2021","U",1213
"1050695",40370,"Washington/Dearborn","03/08/2021","W",2189
"1050696",40370,"Washington/Dearborn","03/09/2021","W",2200
"1050697",40370,"Washington/Dearborn","03/10/2021","W",2169
"1050698",40370,"Washington/Dearborn","03/11/2021","W",2202
"1050699",40370,"Washington/Dearborn","03/12/2021","W",2404
"1050700",40370,"Washington/Dearborn","03/13/2021","A",2176
"1050701",40370,"Washington/Dearborn","03/14/2021","U",1439
"1050702",40370,"Washington/Dearborn","03/15/2021","W",2168
"1050703",40370,"Washington/Dearborn","03/16/2021","W",2315
"1050704",40370,"Washington/Dearborn","03/17/2021","W",2306
"1050705",40370,"Washington/Dearborn","03/18/2021","W",2307
"1050706",40370,"Washington/Dearborn","03/19/2021","W",2475
"1050707",40370,"Washington/Dearborn","03/20/2021","A",2189
"1050708",40370,"Washington/Dearborn","03/21/2021","U",1620
"1050709",40370,"Washington/Dearborn","03/22/2021","W",2335
"1050710",40370,"Washington/Dearborn","03/23/2021","W",2313
"1050711",40370,"Washington/Dearborn","03/24/2021","W",2366
"1050712",40370,"Washington/Dearborn","03/25/2021","W",2370
"1050713",40370,"Washington/Dearborn","03/26/2021","W",2411
"1050714",40370,"Washington/Dearborn","03/27/2021","A",1832
"1050715",40370,"Washington/Dearborn","03/28/2021","U",1294
"1050716",40370,"Washington/Dearborn","03/29/2021","W",2309
"1050717",40370,"Washington/Dearborn","03/30/2021","W",2558
"1050718",40370,"Washington/Dearborn","03/31/2021","W",2567
"1050719",40380,"Clark/Lake","03/01/2021","W",2408
"1050720",40380,"Clark/Lake","03/02/2021","W",2767
"1050721",40380,"Clark/Lake","03/03/2021","W",2816
"1050722",40380,"Clark/Lake","03/04/2021","W",2688
"1050723",40380,"Clark/Lake","03/05/2021","W",2673
"1050724",40380,"Clark/Lake","03/06/2021","A",1566
"1050725",40380,"Clark/Lake","03/07/2021","U",1206
"1050726",40380,"Clark/Lake","03/08/2021","W",2812
"1050727",40380,"Clark/Lake","03/09/2021","W",2850
"1050728",40380,"Clark/Lake","03/10/2021","W",2692
"1050729",40380,"Clark/Lake","03/11/2021","W",2846
"1050730",40380,"Clark/Lake","03/12/2021","W",2785
"1050731",40380,"Clark/Lake","03/13/2021","A",2562
"1050732",40380,"Clark/Lake","03/14/2021","U",1529
"1050733",40380,"Clark/Lake","03/15/2021","W",2680
"1050734",40380,"Clark/Lake","03/16/2021","W",2913
"1050735",40380,"Clark/Lake","03/17/2021","W",2986
"1050736",40380,"Clark/Lake","03/18/2021","W",2819
"1050737",40380,"Clark/Lake","03/19/2021","W",2850
"1050738",40380,"Clark/Lake","03/20/2021","A",1868
"1050739",40380,"Clark/Lake","03/21/2021","U",1658
"1050740",40380,"Clark/Lake","03/22/2021","W",2907
"1050741",40380,"Clark/Lake","03/23/2021","W",2882
"1050742",40380,"Clark/Lake","03/24/2021","W",3093
"1050743",40380,"Clark/Lake","03/25/2021","W",2895
"1050744",40380,"Clark/Lake","03/26/2021","W",2834
"1050745",40380,"Clark/Lake","03/27/2021","A",1893
"1050746",40380,"Clark/Lake","03/28/2021","U",1372
"1050747",40380,"Clark/Lake","03/29/2021","W",3081
"1050748",40380,"Clark/Lake","03/30/2021","W",3111
"1050749",40380,"Clark/Lake","03/31/2021","W",3069
"1050750",40390,"Forest Park","03/01/2021","W",886
"1050751",40390,"Forest Park","03/02/2021","W",953
"1050752",40390,"Forest Park","03/03/2021","W",959
"1050753",40390,"Forest Park","03/04/2021","W",910
"1050754",40390,"Forest Park","03/05/2021","W",910
"1050755",40390,"Forest Park","03/06/2021","A",565
"1050756",40390,"Forest Park","03/07/2021","U",426
"1050757",40390,"Forest Park","03/08/2021","W",956
"1050758",40390,"Forest Park","03/09/2021","W",1037
"1050759",40390,"Forest Park","03/10/2021","W",966
"1050760",40390,"Forest Park","03/11/2021","W",938
"1050761",40390,"Forest Park","03/12/2021","W",944
"1050762",40390,"Forest Park","03/13/2021","A",624
"1050763",40390,"Forest Park","03/14/2021","U",454
"1050764",40390,"Forest Park","03/15/2021","W",819
"1050765",40390,"Forest Park","03/16/2021","W",946
"1050766",40390,"Forest Park","03/17/2021","W",890
"1050767",40390,"Forest Park","03/18/2021","W",898
"1050768",40390,"Forest Park","03/19/2021","W",907
"1050769",40390,"Forest Park","03/20/2021","A",619
"1050770",40390,"Forest Park","03/21/2021","U",532
"1050771",40390,"Forest Park","03/22/2021","W",865
"1050772",40390,"Forest Park","03/23/2021","W",921
"1050773",40390,"Forest Park","03/24/2021","W",980
"1050774",40390,"Forest Park","03/25/2021","W",890
"1050775",40390,"Forest Park","03/26/2021","W",934
"1050776",40390,"Forest Park","03/27/2021","A",641
"1050777",40390,"Forest Park","03/28/2021","U",425
"1050778",40390,"Forest Park","03/29/2021","W",970
"1050779",40390,"Forest Park","03/30/2021","W",1044
"1050780",40390,"Forest Park","03/31/2021","W",1025
"1050781",40400,"Noyes","03/01/2021","W",188
"1050782",40400,"Noyes","03/02/2021","W",200
"1050783",40400,"Noyes","03/03/2021","W",209
"1050784",40400,"Noyes","03/04/2021","W",188
"1050785",40400,"Noyes","03/05/2021","W",262
"1050786",40400,"Noyes","03/06/2021","A",222
"1050787",40400,"Noyes","03/07/2021","U",132
"1050788",40400,"Noyes","03/08/2021","W",199
"1050789",40400,"Noyes","03/09/2021","W",198
"1050790",40400,"Noyes","03/10/2021","W",200
"1050791",40400,"Noyes","03/11/2021","W",178
"1050792",40400,"Noyes","03/12/2021","W",204
"1050793",40400,"Noyes","03/13/2021","A",160
"1050794",40400,"Noyes","03/14/2021","U",117
"1050795",40400,"Noyes","03/15/2021","W",189
"1050796",40400,"Noyes","03/16/2021","W",167
"1050797",40400,"Noyes","03/17/2021","W",207
"1050798",40400,"Noyes","03/18/2021","W",226
"1050799",40400,"Noyes","03/19/2021","W",232
"1050800",40400,"Noyes","03/20/2021","A",187
"1050801",40400,"Noyes","03/21/2021","U",127
"1050802",40400,"Noyes","03/22/2021","W",206
"1050803",40400,"Noyes","03/23/2021","W",177
"1050804",40400,"Noyes","03/24/2021","W",205
"1050805",40400,"Noyes","03/25/2021","W",200
"1050806",40400,"Noyes","03/26/2021","W",215
"1050807",40400,"Noyes","03/27/2021","A",129
"1050808",40400,"Noyes","03/28/2021","U",138
"1050809",40400,"Noyes","03/29/2021","W",226
"1050810",40400,"Noyes","03/30/2021","W",193
"1050811",40400,"Noyes","03/31/2021","W",187
"1050812",40420,"Cicero-Cermak","03/01/2021","W",510
"1050813",40420,"Cicero-Cermak","03/02/2021","W",556
"1050814",40420,"Cicero-Cermak","03/03/2021","W",560
"1050815",40420,"Cicero-Cermak","03/04/2021","W",487
"1050816",40420,"Cicero-Cermak","03/05/2021","W",520
"1050817",40420,"Cicero-Cermak","03/06/2021","A",420
"1050818",40420,"Cicero-Cermak","03/07/2021","U",340
"1050819",40420,"Cicero-Cermak","03/08/2021","W",530
"1050820",40420,"Cicero-Cermak","03/09/2021","W",542
"1050821",40420,"Cicero-Cermak","03/10/2021","W",523
"1050822",40420,"Cicero-Cermak","03/11/2021","W",530
"1050823",40420,"Cicero-Cermak","03/12/2021","W",559
"1050824",40420,"Cicero-Cermak","03/13/2021","A",436
"1050825",40420,"Cicero-Cermak","03/14/2021","U",323
"1050826",40420,"Cicero-Cermak","03/15/2021","W",415
"1050827",40420,"Cicero-Cermak","03/16/2021","W",471
"1050828",40420,"Cicero-Cermak","03/17/2021","W",515
"1050829",40420,"Cicero-Cermak","03/18/2021","W",461
"1050830",40420,"Cicero-Cermak","03/19/2021","W",543
"1050831",40420,"Cicero-Cermak","03/20/2021","A",446
"1050832",40420,"Cicero-Cermak","03/21/2021","U",381
"1050833",40420,"Cicero-Cermak","03/22/2021","W",569
"1050834",40420,"Cicero-Cermak","03/23/2021","W",496
"1050835",40420,"Cicero-Cermak","03/24/2021","W",542
"1050836",40420,"Cicero-Cermak","03/25/2021","W",510
"1050837",40420,"Cicero-Cermak","03/26/2021","W",545
"1050838",40420,"Cicero-Cermak","03/27/2021","A",440
"1050839",40420,"Cicero-Cermak","03/28/2021","U",323
"1050840",40420,"Cicero-Cermak","03/29/2021","W",566
"1050841",40420,"Cicero-Cermak","03/30/2021","W",554
"1050842",40420,"Cicero-Cermak","03/31/2021","W",522
"1050843",40430,"Clinton-Forest Park","03/01/2021","W",464
"1050844",40430,"Clinton-Forest Park","03/02/2021","W",492
"1050845",40430,"Clinton-Forest Park","03/03/2021","W",462
"1050846",40430,"Clinton-Forest Park","03/04/2021","W",527
"1050847",40430,"Clinton-Forest Park","03/05/2021","W",513
"1050848",40430,"Clinton-Forest Park","03/06/2021","A",366
"1050849",40430,"Clinton-Forest Park","03/07/2021","U",282
"1050850",40430,"Clinton-Forest Park","03/08/2021","W",492
"1050851",40430,"Clinton-Forest Park","03/09/2021","W",463
"1050852",40430,"Clinton-Forest Park","03/10/2021","W",476
"1050853",40430,"Clinton-Forest Park","03/11/2021","W",491
"1050854",40430,"Clinton-Forest Park","03/12/2021","W",472
"1050855",40430,"Clinton-Forest Park","03/13/2021","A",395
"1050856",40430,"Clinton-Forest Park","03/14/2021","U",293
"1050857",40430,"Clinton-Forest Park","03/15/2021","W",505
"1050858",40430,"Clinton-Forest Park","03/16/2021","W",494
"1050859",40430,"Clinton-Forest Park","03/17/2021","W",551
"1050860",40430,"Clinton-Forest Park","03/18/2021","W",520
"1050861",40430,"Clinton-Forest Park","03/19/2021","W",550
"1050862",40430,"Clinton-Forest Park","03/20/2021","A",365
"1050863",40430,"Clinton-Forest Park","03/21/2021","U",344
"1050864",40430,"Clinton-Forest Park","03/22/2021","W",565
"1050865",40430,"Clinton-Forest Park","03/23/2021","W",541
"1050866",40430,"Clinton-Forest Park","03/24/2021","W",563
"1050867",40430,"Clinton-Forest Park","03/25/2021","W",549
"1050868",40430,"Clinton-Forest Park","03/26/2021","W",566
"1050869",40430,"Clinton-Forest Park","03/27/2021","A",439
"1050870",40430,"Clinton-Forest Park","03/28/2021","U",362
"1050871",40430,"Clinton-Forest Park","03/29/2021","W",533
"1050872",40430,"Clinton-Forest Park","03/30/2021","W",527
"1050873",40430,"Clinton-Forest Park","03/31/2021","W",534
"1050874",40440,"California-Cermak","03/01/2021","W",597
"1050875",40440,"California-Cermak","03/02/2021","W",570
"1050876",40440,"California-Cermak","03/03/2021","W",607
"1050877",40440,"California-Cermak","03/04/2021","W",552
"1050878",40440,"California-Cermak","03/05/2021","W",656
"1050879",40440,"California-Cermak","03/06/2021","A",383
"1050880",40440,"California-Cermak","03/07/2021","U",329
"1050881",40440,"California-Cermak","03/08/2021","W",611
"1050882",40440,"California-Cermak","03/09/2021","W",636
"1050883",40440,"California-Cermak","03/10/2021","W",584
"1050884",40440,"California-Cermak","03/11/2021","W",605
"1050885",40440,"California-Cermak","03/12/2021","W",638
"1050886",40440,"California-Cermak","03/13/2021","A",419
"1050887",40440,"California-Cermak","03/14/2021","U",283
"1050888",40440,"California-Cermak","03/15/2021","W",534
"1050889",40440,"California-Cermak","03/16/2021","W",550
"1050890",40440,"California-Cermak","03/17/2021","W",605
"1050891",40440,"California-Cermak","03/18/2021","W",531
"1050892",40440,"California-Cermak","03/19/2021","W",601
"1050893",40440,"California-Cermak","03/20/2021","A",396
"1050894",40440,"California-Cermak","03/21/2021","U",332
"1050895",40440,"California-Cermak","03/22/2021","W",636
"1050896",40440,"California-Cermak","03/23/2021","W",596
"1050897",40440,"California-Cermak","03/24/2021","W",616
"1050898",40440,"California-Cermak","03/25/2021","W",612
"1050899",40440,"California-Cermak","03/26/2021","W",653
"1050900",40440,"California-Cermak","03/27/2021","A",425
"1050901",40440,"California-Cermak","03/28/2021","U",331
"1050902",40440,"California-Cermak","03/29/2021","W",615
"1050903",40440,"California-Cermak","03/30/2021","W",588
"1050904",40440,"California-Cermak","03/31/2021","W",590
"1050905",40450,"95th/Dan Ryan","03/01/2021","W",3378
"1050906",40450,"95th/Dan Ryan","03/02/2021","W",3335
"1050907",40450,"95th/Dan Ryan","03/03/2021","W",3497
"1050908",40450,"95th/Dan Ryan","03/04/2021","W",3356
"1050909",40450,"95th/Dan Ryan","03/05/2021","W",3519
"1050910",40450,"95th/Dan Ryan","03/06/2021","A",2515
"1050911",40450,"95th/Dan Ryan","03/07/2021","U",1875
"1050912",40450,"95th/Dan Ryan","03/08/2021","W",3486
"1050913",40450,"95th/Dan Ryan","03/09/2021","W",3501
"1050914",40450,"95th/Dan Ryan","03/10/2021","W",3493
"1050915",40450,"95th/Dan Ryan","03/11/2021","W",3492
"1050916",40450,"95th/Dan Ryan","03/12/2021","W",3572
"1050917",40450,"95th/Dan Ryan","03/13/2021","A",2401
"1050918",40450,"95th/Dan Ryan","03/14/2021","U",1753
"1050919",40450,"95th/Dan Ryan","03/15/2021","W",2982
"1050920",40450,"95th/Dan Ryan","03/16/2021","W",3240
"1050921",40450,"95th/Dan Ryan","03/17/2021","W",3415
"1050922",40450,"95th/Dan Ryan","03/18/2021","W",3239
"1050923",40450,"95th/Dan Ryan","03/19/2021","W",3414
"1050924",40450,"95th/Dan Ryan","03/20/2021","A",2462
"1050925",40450,"95th/Dan Ryan","03/21/2021","U",1951
"1050926",40450,"95th/Dan Ryan","03/22/2021","W",3360
"1050927",40450,"95th/Dan Ryan","03/23/2021","W",2785
"1050928",40450,"95th/Dan Ryan","03/24/2021","W",3471
"1050929",40450,"95th/Dan Ryan","03/25/2021","W",3435
"1050930",40450,"95th/Dan Ryan","03/26/2021","W",3442
"1050931",40450,"95th/Dan Ryan","03/27/2021","A",2454
"1050932",40450,"95th/Dan Ryan","03/28/2021","U",1822
"1050933",40450,"95th/Dan Ryan","03/29/2021","W",3372
"1050934",40450,"95th/Dan Ryan","03/30/2021","W",3546
"1050935",40450,"95th/Dan Ryan","03/31/2021","W",3308
"1050936",40460,"Merchandise Mart","03/01/2021","W",810
"1050937",40460,"Merchandise Mart","03/02/2021","W",888
"1050938",40460,"Merchandise Mart","03/03/2021","W",961
"1050939",40460,"Merchandise Mart","03/04/2021","W",943
"1050940",40460,"Merchandise Mart","03/05/2021","W",895
"1050941",40460,"Merchandise Mart","03/06/2021","A",480
"1050942",40460,"Merchandise Mart","03/07/2021","U",316
"1050943",40460,"Merchandise Mart","03/08/2021","W",862
"1050944",40460,"Merchandise Mart","03/09/2021","W",970
"1050945",40460,"Merchandise Mart","03/10/2021","W",993
"1050946",40460,"Merchandise Mart","03/11/2021","W",1005
"1050947",40460,"Merchandise Mart","03/12/2021","W",947
"1050948",40460,"Merchandise Mart","03/13/2021","A",926
"1050949",40460,"Merchandise Mart","03/14/2021","U",349
"1050950",40460,"Merchandise Mart","03/15/2021","W",894
"1050951",40460,"Merchandise Mart","03/16/2021","W",984
"1050952",40460,"Merchandise Mart","03/17/2021","W",1085
"1050953",40460,"Merchandise Mart","03/18/2021","W",1049
"1050954",40460,"Merchandise Mart","03/19/2021","W",967
"1050955",40460,"Merchandise Mart","03/20/2021","A",563
"1050956",40460,"Merchandise Mart","03/21/2021","U",313
"1050957",40460,"Merchandise Mart","03/22/2021","W",882
"1050958",40460,"Merchandise Mart","03/23/2021","W",963
"1050959",40460,"Merchandise Mart","03/24/2021","W",1020
"1050960",40460,"Merchandise Mart","03/25/2021","W",984
"1050961",40460,"Merchandise Mart","03/26/2021","W",986
"1050962",40460,"Merchandise Mart","03/27/2021","A",569
"1050963",40460,"Merchandise Mart","03/28/2021","U",378
"1050964",40460,"Merchandise Mart","03/29/2021","W",901
"1050965",40460,"Merchandise Mart","03/30/2021","W",973
"1050966",40460,"Merchandise Mart","03/31/2021","W",1046
"1050967",40470,"Racine","03/01/2021","W",321
"1050968",40470,"Racine","03/02/2021","W",328
"1050969",40470,"Racine","03/03/2021","W",351
"1050970",40470,"Racine","03/04/2021","W",362
"1050971",40470,"Racine","03/05/2021","W",366
"1050972",40470,"Racine","03/06/2021","A",233
"1050973",40470,"Racine","03/07/2021","U",237
"1050974",40470,"Racine","03/08/2021","W",351
"1050975",40470,"Racine","03/09/2021","W",374
"1050976",40470,"Racine","03/10/2021","W",333
"1050977",40470,"Racine","03/11/2021","W",391
"1050978",40470,"Racine","03/12/2021","W",391
"1050979",40470,"Racine","03/13/2021","A",359
"1050980",40470,"Racine","03/14/2021","U",264
"1050981",40470,"Racine","03/15/2021","W",368
"1050982",40470,"Racine","03/16/2021","W",394
"1050983",40470,"Racine","03/17/2021","W",368
"1050984",40470,"Racine","03/18/2021","W",382
"1050985",40470,"Racine","03/19/2021","W",445
"1050986",40470,"Racine","03/20/2021","A",357
"1050987",40470,"Racine","03/21/2021","U",267
"1050988",40470,"Racine","03/22/2021","W",423
"1050989",40470,"Racine","03/23/2021","W",373
"1050990",40470,"Racine","03/24/2021","W",430
"1050991",40470,"Racine","03/25/2021","W",430
"1050992",40470,"Racine","03/26/2021","W",410
"1050993",40470,"Racine","03/27/2021","A",332
"1050994",40470,"Racine","03/28/2021","U",199
"1050995",40470,"Racine","03/29/2021","W",393
"1050996",40470,"Racine","03/30/2021","W",383
"1050997",40470,"Racine","03/31/2021","W",438
"1050998",40480,"Cicero-Lake","03/01/2021","W",460
"1050999",40480,"Cicero-Lake","03/02/2021","W",488
"1051000",40480,"Cicero-Lake","03/03/2021","W",551
"1051001",40480,"Cicero-Lake","03/04/2021","W",505
"1051002",40480,"Cicero-Lake","03/05/2021","W",527
"1051003",40480,"Cicero-Lake","03/06/2021","A",386
"1051004",40480,"Cicero-Lake","03/07/2021","U",247
"1051005",40480,"Cicero-Lake","03/08/2021","W",414
